image_id,frame_filename,primary_object_label,secondary_object_labels,narrative_label,confidence,requires_context,annotator_id,annotator_notes
nosferatu_000244,nosferatu_000244.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριες που ετοιμαζονται να φυγουν απο το δωματιο που δημητηριασαν την κοπελα απο πριν
nosferatu_000246,nosferatu_000246.jpg,frightened_faces,,unknown_ambiguous,high,yes,1,το frame δειχνει μια κυρια τρομαγμενη
nosferatu_000247,nosferatu_000247.jpg,frightened_faces,,unknown_ambiguous,low,yes,1,το frame δειχνει μια κυρια σοκαρισμενη και μια να της μιλαει
nosferatu_000248,nosferatu_000248.jpg,frightened_faces,,unknown_ambiguous,medium,yes,1,το frame δειχνει μια κυρια φοβισμενη/αγχωμενη
nosferatu_000250,nosferatu_000250.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριες στο δωματιο
nosferatu_000255,nosferatu_000255.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο αντρες και μια κυρια με τον εναν κυριο να ειναι σκεπτομενος
nosferatu_000256,nosferatu_000256.jpg,frightened_faces,,unknown_ambiguous,medium,yes,1,το frame δειχνει εναν αντρα καπως αγχωμενο
nosferatu_000257,nosferatu_000257.jpg,frightened_faces,,unknown_ambiguous,medium,yes,1,το frame δειχνει μια κυρια να του μιλαει του αντρα και αυτη καπως αγχωμενη
nosferatu_000258,nosferatu_000258.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει εναν αντρα που βλεπει τους αλλους να εχουν αποχωρησει απο τον χωρο
nosferatu_000259,nosferatu_000259.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο αντρες να διαβαζουν ενα βιβλιο
nosferatu_000260,nosferatu_000260.jpg,frightened_faces,,unknown_ambiguous,low,yes,1,το frame δειχνει εναν αντρα καπως στεναχωρημενο
nosferatu_000262,nosferatu_000262.jpg,dark_figures,,unknown_ambiguous,low,yes,2,Frame δείχνει main characters
nosferatu_000265,nosferatu_000265.jpg,dark_figures,dark_figures,unknown_ambiguous,low,yes,2,Frame δείχενι γιαγια να μαγειρεύει και secondary χαρακτήρες στο βάσθος
nosferatu_000267,nosferatu_000267.jpg,dark_figures,dark_figures,unknown_ambiguous,low,yes,2,Frame δείχενι χαρακτήρες
nosferatu_000270,nosferatu_000270.jpg,dark_figures,,occult_symbolism,medium,yes,2,Frame δείχνει χαρακτήρες να στέκονται γύρω απο κάτι
nosferatu_000275,nosferatu_000275.jpg,dark_figures,,unknown_ambiguous,high,yes,2,Frame δείχνει περιέργους χαρακτήρας μαζεμένους
nosferatu_000277,nosferatu_000277.jpg,torture_scene,,body_vulnerability,high,no,2,Frame δείχενι χαρακτήρα να βασανίζεται
nosferatu_000278,nosferatu_000278.jpg,dark_figures,,body_vulnerability,medium,no,2,Frame δείχενι χαρακτήρες να μιλούν, γιαγιά φαίνεται τραυματισμένη
nosferatu_000282,nosferatu_000282.jpg,dark_figures,,body_vulnerability,high,yes,2,Frame παρόμοιο με τα γειτονικά, προσθέτει context
nosferatu_000286,nosferatu_000286.jpg,dark_figures,satanic_symbols,ritual_or_curse,medium,yes,2,Frame όπου χαρακτήρες βρίσκονται δωμάτιο με σύμβολα κάνουν τελετή σε ηέρο
nosferatu_000290,nosferatu_000290.jpg,dark_figures,,ritual_or_curse,low,yes,2,Frame δείχνει χαρακτήρες με ίδιο κούρεμα να διαχειρίζονται κάτι
nosferatu_000291,nosferatu_000291.jpg,dark_figures,,ritual_or_curse,low,yes,2,Frame δείχενι ίδιους χαρακτήρες να συζητούν
nosferatu_000293,nosferatu_000293.jpg,frightened_faces,,body_vulnerability,medium,no,2,Frame δείχνει γριά τραυματισμένη να κοιτάει απελπισμένα
nosferatu_000296,nosferatu_000296.jpg,torture_scene,,body_vulnerability,high,no,2,Frame δείχενι βασανιστήριο χαρακτήρα, δείχνοντας τα εγκλοβισμένα πόδια του.
nosferatu_000297,nosferatu_000297.jpg,frightened_faces,,body_vulnerability,medium,no,2,Frame δείχνει γριά τυφλή και δαρμένη
nosferatu_000298,nosferatu_000298.jpg,dark_figures,,unknown_ambiguous,low,yes,2,Χαρακτήρας κάθετε σε θρόνο
nosferatu_000301,nosferatu_000301.jpg,frightened_faces,,body_vulnerability,high,no,2,Frame δείχνει γριά που έχει φθορά στο πρόσωπο της, κλείνει τα μάτια της
nosferatu_000304,nosferatu_000304.jpg,dark_figures,,unknown_ambiguous,low,yes,2,Frame δείχενι χαρακτήρες να κοιτάνε επιγραφές
nosferatu_000309,nosferatu_000309.jpg,dark_figures,,body_vulnerability,high,yes,2,Frame δείχενι ετοιμοθάνατη γριά γυναίκα και έναν χαρακτήρα που την υποστηρίζει 
nosferatu_000322,nosferatu_000322.jpg,satanic_symbols,,ritual_or_curse,high,no,2,Frame δείχενι σύμβολα σατανικά τοποθετημένα έτσι, για τελετή
nosferatu_000323,nosferatu_000323.jpg,demon_figures,,ritual_or_curse,high,no,2,Frame δείχνει σατανική οντώτητα να διαχειρίζεται αντικείμενο
nosferatu_000325,nosferatu_000325.jpg,dark_figures,,unknown_ambiguous,medium,yes,2,Frame δείχνει χαρακτήρες να περιμένουν έξω απο μια πόρτα
nosferatu_000327,nosferatu_000327.jpg,demon_figures,,ritual_or_curse,high,no,2,Frame δείχνει σατανικές φιγούρες στο σκωτάδι
nosferatu_000328,nosferatu_000328.jpg,demon_figures,satanic_symbols,ritual_or_curse,high,no,2,Frame δείχνει σατανικές φιγούρες με αντικείμενα
nosferatu_000329,nosferatu_000329.jpg,dark_figures,demon_figures,ritual_or_curse,medium,no,2,Frame δείχνει φιγούρα να υποκλείνεται σε δεμονική οντώτητα
nosferatu_000331,nosferatu_000331.jpg,demon_figures,,unknown_ambiguous,high,no,2,Frame δείχνει δεμονικές φιγούρες
nosferatu_000332,nosferatu_000332.jpg,demon_figures,dark_figures,ritual_or_curse,high,no,2,Frame δείχνει θυσία μωρού από δεμονικούς χαρακτήρες
nosferatu_000333,nosferatu_000333.jpg,demon_figures,,ritual_or_curse,high,yes,2,Frame δείχνει συνέχεια τελετής
nosferatu_000334,nosferatu_000334.jpg,demon_figures,,ritual_or_curse,high,yes,2,Frame δείχνει συνέχεια τελετής
nosferatu_000337,nosferatu_000337.jpg,dark_figures,,unknown_ambiguous,medium,no,2,Frame δείχνει χαρακτήρες να συνομιλούν χαμογελαστά
nosferatu_000338,nosferatu_000338.jpg,frightened_faces,,unknown_ambiguous,low,no,2,Frame δείχνει πρόσωπο να χαμογελάει
nosferatu_000340,nosferatu_000340.jpg,occult_symbolism,,unknown_ambiguous,low,no,2,Frame δείχνει εικόνα συμβολική αλλά όχι ξεκάθαρη
nosferatu_000344,nosferatu_000344.jpg,occult_symbolism,,unknown_ambiguous,medium,no,2,Frame δείχνει σύμβολα καθώς και μέρη σώματος
nosferatu_000345,nosferatu_000345.jpg,frightened_faces,,unknown_ambiguous,high,no,2,Frame δείχνει επικρητικό πρόσωπο γριάς
nosferatu_000349,nosferatu_000349.jpg,dark_figures,,unknown_ambiguous,high,no,2,Frame δείχνει χαρακτήρες να μιλάνε στο σκωτάδι
nosferatu_000352,nosferatu_000352.jpg,frightened_faces,,unknown_ambiguous,high,no,2,Frame δείχνει πρόσωπο γριάς φοβησμένης
nosferatu_000356,nosferatu_000356.jpg,dark_figures,,unknown_ambiguous,low,no,2,Frame δείχνει συνάντηση δύο χαρακτήρων 
nosferatu_000357,nosferatu_000357.jpg,frightened_faces,,unknown_ambiguous,low,yes,1,το frame δειχνει μια κυρια καπως λυπημενη
nosferatu_000358,nosferatu_000358.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει μια κυρια να τσεκαρει την αλλη κοπελα που δημητηριασαν πριν
nosferatu_000359,nosferatu_000359.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριες και εναν κυριο στο δωματιο
nosferatu_000362,nosferatu_000362.jpg,dark_figures,,unknown_ambiguous,low,yes,1,το frame δειχνει μια κοπελα να προσευχεται στο δωματιο που δημητηριασαν την κοπελα
nosferatu_000364,nosferatu_000364.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει μια κυρια στο δωματιο
nosferatu_000365,nosferatu_000365.jpg,dark_figures,,unknown_ambiguous,low,yes,1,το frame δειχνει μια κοπελα που συνεχιζει να προσευχεται στο δωματιο που δημητηριασαν την κοπελα
nosferatu_000367,nosferatu_000367.jpg,torture_scene,,body_vulnerability,high,yes,1,το frame δειχνει μια κοπελα να την εχουν κρεμασει απο το ταβανι απο τα χερια της και τρεις αντρες να συζητουν
nosferatu_000368,nosferatu_000368.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει μια κυρια στο δωματιο να βλεπει ενα μωρο
nosferatu_000370,nosferatu_000370.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει εναν κυριο να καθεται παραθυρο
nosferatu_000371,nosferatu_000371.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριους
nosferatu_000372,nosferatu_000372.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριους να συζητουν
nosferatu_000375,nosferatu_000375.jpg,satanic_symbols,,occult_symbolism,medium,yes,no,το frame δειχνει εναν αντρα να εξορκιζει
nosferatu_000376,nosferatu_000376.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει εναν κυριο σκεπτομενο
nosferatu_000381,nosferatu_000381.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει εναν κυριο να τσεκαρει εναν αλλον που ειναι σαν λιποθυμος σε μια καρεκλα
nosferatu_000384,nosferatu_000384.jpg,frightened_faces,,unknown_ambiguous,low,yes,1,το frame δειχνει μια κυρια να κλαιει
nosferatu_000387,nosferatu_000387.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριους
nosferatu_000391,nosferatu_000391.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριους εναν σκεπτομενο και ο αλλος κατι του λεει
nosferatu_000394,nosferatu_000394.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει 3 αντρες οπου ενας ειναι καπως αγχωμενος απο αυτα που του λεει ο αλλος
nosferatu_000397,nosferatu_000397.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει εναν κυριο με μια κυρια
nosferatu_000399,nosferatu_000399.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριους να συζητουν σε εξωτερικο χωρο
nosferatu_000401,nosferatu_000401.jpg,frightened_faces,,unknown_ambiguous,low,yes,1,το frame δειχνει εναν κυριο καπως τρομαγμενο να κοιταει εξω απο το παραθυρο του
nosferatu_000403,nosferatu_000403.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει εναν κυριο που προσπαθει να βρει τα κλειδια του κατι τετοιο
nosferatu_000406,nosferatu_000406.jpg,torture_scene,,body_vulnerability,medium,yes,1,το frame δειχνει εναν κυριο να κοιταει μια κυρια που την εχουν παγιδευσει και φαινεται να κοιμαται αυτη
nosferatu_000408,nosferatu_000408.jpg,torture_scene,,body_vulnerability,medium,no,1,το frame δειχνει τον κυριο να την πλησιαζει
nosferatu_000409,nosferatu_000409.jpg,dark_figures,,unknown_ambiguous,low,yes,1,το frame δειχνει τον κυριο να την ελευθερωνει
nosferatu_000410,nosferatu_000410.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τον κυριο να την σηκωνει σαν να θελει να την βοηθησει
nosferatu_000411,nosferatu_000411.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τον κυριο να της δινει νερο
nosferatu_000412,nosferatu_000412.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο κυριους στον εξωτερικο χωρο οπου ο ενας σαν να αγχωθηκε
nosferatu_000414,nosferatu_000414.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει την κοπελα να συνεχιζει να πινει νερο μονης της
nosferatu_000415,nosferatu_000415.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει κοπελα καπως ανακουφισμενη απο το νερο που ηπιε
nosferatu_000416,nosferatu_000416.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τον κυριο που την εσωσε να προσπαθει να της δειξει τον δρομο προς την εξοδο
nosferatu_000418,nosferatu_000418.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τον κυριο να προσπαθει να την βγαλει εξω γιατι η κοπελα ειναι εξουθενωμενη
nosferatu_000430,nosferatu_000430.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τον κυριο να συνεχιζει να ειναι διπλα της για να την σωσει
nosferatu_000431,nosferatu_000431.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει την κοπελα να ειναι στεναχωρημενη/αγχωμενη
nosferatu_000432,nosferatu_000432.jpg,frightened_faces,,unknown_ambiguous,high,yes,1,το frame δειχνει τον κυριο καπως φοβισμενο/αγχωμενο
nosferatu_000435,nosferatu_000435.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τους κυριους που ηταν στον εξωτερικο χωρο να μπηκαν μεσα σαν να καταλαβαν οτι προσπαθουν να σωσουν την κοπελα που ειχαν φυλακισει
nosferatu_000438,nosferatu_000438.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τον εναν κυριο να βλεπει εξω απο το παραθυρο
nosferatu_000439,nosferatu_000439.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο αντρες που εσωσαν ενα μωρο
nosferatu_000440,nosferatu_000440.jpg,frightened_faces,,unknown_ambiguous,high,yes,1,το frame δειχνει την κοπελα που προσπαθουν να σωσουν να ειναι φοβισμενη
nosferatu_000446,nosferatu_000446.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει την κοπελα να πλενει τα χερια της
nosferatu_000453,nosferatu_000453.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει πολλους αντρες στον εξωτερικο χωρο σαν να ειναι οι φυλακες
nosferatu_000457,nosferatu_000457.jpg,demon_figures,,supernatural_threat,medium,no,1,το frame δειχνει εναν χωρο με δυο οντοτητες
nosferatu_000458,nosferatu_000458.jpg,demon_figures,,supernatural_threat,medium,no,1,το frame δειχνει στον χωρο να εισηλθε και μια τριτη οντοτητα
nosferatu_000463,nosferatu_000463.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο ανθρωπους
nosferatu_000464,nosferatu_000464.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει δυο γυναικες να κουβαλανε κατι
nosferatu_000465,nosferatu_000465.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τις δυο γυναικες να κοιτανε ενα αντικειμενο που κραταει η μια
nosferatu_000466,nosferatu_000466.jpg,dark_figures,,unknown_ambiguous,low,no,1,το frame δειχνει τις δυο γυναικες να κοιτανε απο ενα αντικειμενο η καθεμια
